timestamp,key_code,dwell_time_ms,flight_time_ms,is_baseline
1772019326155,116,80,417,true
1772019326155,116,80,417,true
1772019325658,105,80,93,true
1772019325658,105,80,93,true
1772019325658,105,80,93,true
1772019325485,114,80,129,true
1772019325485,114,80,129,true
1772019325485,114,80,129,true
1772019325276,117,80,139,true
1772019325276,117,80,139,true
1772019325276,117,80,139,true
1772019325057,99,80,193,true
1772019325057,99,80,193,true
1772019325057,99,80,193,true
1772019324784,101,80,99,true
1772019324784,101,80,99,true
1772019324784,101,80,99,true
1772019324605,83,80,2075,true
1772019324605,83,80,2075,true
1772019324605,83,80,2075,true
1772019322450,46,80,195,true
1772019322450,46,80,195,true
1772019322450,46,80,195,true
1772019322175,114,80,168,true
1772019322175,114,80,168,true
1772019322175,114,80,168,true
1772019321927,101,80,115,true
1772019321927,101,80,115,true
1772019321927,101,80,115,true
1772019321732,102,80,310,true
1772019321732,102,80,310,true
1772019321732,102,80,310,true
1772019321342,115,80,115,true
1772019321342,115,80,115,true
1772019321342,115,80,115,true
1772019321147,110,80,230,true
1772019321147,110,80,230,true
1772019321147,110,80,230,true
1772019320837,97,80,46,true
1772019320837,97,80,46,true
1772019320837,97,80,46,true
1772019320711,114,80,107,true
1772019320711,114,80,107,true
1772019320711,114,80,107,true
1772019320524,116,80,325,true
1772019320524,116,80,325,true
1772019320524,116,80,325,true
1772019320119,32,80,46,true
1772019320119,32,80,46,true
1772019320119,32,80,46,true
1772019319993,101,80,43,true
1772019319993,101,80,43,true
1772019319993,101,80,43,true
1772019319870,104,80,85,true
1772019319870,104,80,85,true
1772019319870,104,80,85,true
1772019319705,116,80,19,true
1772019319705,116,80,19,true
1772019319705,116,80,19,true
1772019319606,32,80,125,true
1772019319606,32,80,125,true
1772019319606,32,80,125,true
1772019319401,104,80,51,true
1772019319401,104,80,51,true
1772019319401,104,80,51,true
1772019319270,116,80,140,true
1772019319270,116,80,140,true
1772019319270,116,80,140,true
1772019319050,105,80,151,true
1772019319050,105,80,151,true
1772019319050,105,80,151,true
1772019318819,119,80,710,true
1772019318819,119,80,710,true
1772019318819,119,80,710,true
1772019318029,99,80,487,true
1772019318029,99,80,487,true
1772019318029,99,80,487,true
1772019318029,101,80,0,true
1772019318029,101,80,0,true
1772019318029,101,80,0,true
1772019318029,101,80,0,true
1772019318029,101,80,0,true
1772019318029,101,80,0,true
1772019318029,100,80,0,true
1772019318029,100,80,0,true
1772019318029,100,80,0,true
1772019318029,32,80,0,true
1772019318029,32,80,0,true
1772019318029,32,80,0,true
1772019317462,111,80,186,true
1772019317462,111,80,186,true
1772019317462,111,80,186,true
1772019317196,114,80,83,true
1772019317196,114,80,83,true
1772019317196,114,80,83,true
1772019317033,112,80,270,true
1772019317033,112,80,270,true
1772019317033,112,80,270,true
1772019316683,32,80,130,true
1772019316683,32,80,130,true
1772019316683,32,80,130,true
1772019316473,111,80,23,true
1772019316473,111,80,23,true
1772019316473,111,80,23,true
1772019316370,116,80,340,true
1772019316370,116,80,340,true
1772019316370,116,80,340,true
1772019315950,32,80,61,true
1772019315950,32,80,61,true
1772019315950,32,80,61,true
1772019315809,115,80,37,true
1772019315809,115,80,37,true
1772019315809,115,80,37,true
1772019315692,108,80,83,true
1772019315692,108,80,83,true
1772019315692,108,80,83,true
1772019315529,105,80,100,true
1772019315529,105,80,100,true
1772019315529,105,80,100,true
1772019315349,97,80,83,true
1772019315349,97,80,83,true
1772019315349,97,80,83,true
1772019315186,116,80,115,true
1772019315186,116,80,115,true
1772019315186,116,80,115,true
1772019314991,101,80,98,true
1772019314991,101,80,98,true
1772019314991,101,80,98,true
1772019314813,100,80,1110,true
1772019314813,100,80,1110,true
1772019314813,100,80,1110,true
1772019313623,111,80,522,true
1772019313623,111,80,522,true
1772019313623,111,80,522,true
1772019313623,117,80,0,true
1772019313623,117,80,0,true
1772019313623,117,80,0,true
1772019313623,110,80,0,true
1772019313623,110,80,0,true
1772019313623,110,80,0,true
1772019313623,116,80,0,true
1772019313623,116,80,0,true
1772019313623,116,80,0,true
1772019313623,32,80,0,true
1772019313623,32,80,0,true
1772019313623,32,80,0,true
1772019313021,99,80,271,true
1772019313021,99,80,271,true
1772019313021,99,80,271,true
1772019312670,97,80,2248,true
1772019312670,97,80,2248,true
1772019312670,97,80,2248,true
1772019310342,32,80,28,true
1772019310342,32,80,28,true
1772019310342,32,80,28,true
1772019310234,114,80,53,true
1772019310234,114,80,53,true
1772019310234,114,80,53,true
1772019310101,117,80,105,true
1772019310101,117,80,105,true
1772019310101,117,80,105,true
1772019309916,111,80,163,true
1772019309916,111,80,163,true
1772019309916,111,80,163,true
1772019309673,121,80,683,true
1772019309673,121,80,683,true
1772019309673,121,80,683,true
1772019308910,32,80,31,true
1772019308910,32,80,31,true
1772019308910,32,80,31,true
1772019308799,114,80,114,true
1772019308799,114,80,114,true
1772019308799,114,80,114,true
1772019308605,101,80,76,true
1772019308605,101,80,76,true
1772019308605,101,80,76,true
1772019308449,116,80,472,true
1772019308449,116,80,472,true
1772019308449,116,80,472,true
1772019307897,110,80,30,true
1772019307897,110,80,30,true
1772019307897,110,80,30,true
1772019307787,101,80,43,true
1772019307787,101,80,43,true
1772019307787,101,80,43,true
1772019307664,32,80,46,true
1772019307664,32,80,46,true
1772019307664,32,80,46,true
1772019307538,101,80,153,true
1772019307538,101,80,153,true
1772019307538,101,80,153,true
1772019307305,115,80,130,true
1772019307305,115,80,130,true
1772019307305,115,80,130,true
1772019307095,97,80,162,true
1772019307095,97,80,162,true
1772019307095,97,80,162,true
1772019306853,101,80,28,true
1772019306853,101,80,28,true
1772019306853,101,80,28,true
1772019306745,108,80,102,true
1772019306745,108,80,102,true
1772019306745,108,80,102,true
1772019306563,80,80,1967,true
1772019306563,80,80,1967,true
1772019306563,80,80,1967,true
1772019304516,46,80,614,true
1772019304516,46,80,614,true
1772019304516,46,80,614,true
1772019303822,107,80,457,true
1772019303822,107,80,457,true
1772019303822,107,80,457,true
1772019303285,110,80,69,true
1772019303285,110,80,69,true
1772019303285,110,80,69,true
1772019303136,97,80,5,true
1772019303136,97,80,5,true
1772019303136,97,80,5,true
1772019303051,98,80,89,true
1772019303051,98,80,89,true
1772019303051,98,80,89,true
1772019302882,32,80,47,true
1772019302882,32,80,47,true
1772019302882,32,80,47,true
1772019302755,101,80,30,true
1772019302755,101,80,30,true
1772019302755,101,80,30,true
1772019302645,104,80,121,true
1772019302645,104,80,121,true
1772019302645,104,80,121,true
1772019302444,116,80,636,true
1772019302444,116,80,636,true
1772019302444,116,80,636,true
1772019301728,32,80,14,true
1772019301728,32,80,14,true
1772019301728,32,80,14,true
1772019301634,114,80,156,true
1772019301634,114,80,156,true
1772019301634,114,80,156,true
1772019301398,97,80,120,true
1772019301398,97,80,120,true
1772019301398,97,80,120,true
1772019301198,101,80,53,true
1772019301198,101,80,53,true
1772019301198,101,80,53,true
1772019301065,110,80,793,true
1772019301065,110,80,793,true
1772019301065,110,80,793,true
1772019300192,8,80,387,true
1772019300192,8,80,387,true
1772019300192,8,80,387,true
1772019299725,97,80,240,true
1772019299725,97,80,240,true
1772019299725,97,80,240,true
1772019299405,32,80,130,true
1772019299405,32,80,130,true
1772019299405,32,80,130,true
1772019299195,103,80,530,true
1772019299195,103,80,530,true
1772019299195,103,80,530,true
1772019298585,111,80,59,true
1772019298585,111,80,59,true
1772019298585,111,80,59,true
1772019298446,100,80,76,true
1772019298446,100,80,76,true
1772019298446,100,80,76,true
1772019298290,8,80,403,true
1772019298290,8,80,403,true
1772019298290,8,80,403,true
1772019297807,102,80,481,true
1772019297807,102,80,481,true
1772019297807,102,80,481,true
1772019297246,32,80,162,true
1772019297246,32,80,162,true
1772019297246,32,80,162,true
1772019297004,121,80,582,true
1772019297004,121,80,582,true
1772019297004,121,80,582,true
1772019296342,122,80,238,true
1772019296342,122,80,238,true
1772019296342,122,80,238,true
1772019296024,97,80,155,true
1772019296024,97,80,155,true
1772019296024,97,80,155,true
1772019295789,108,80,169,true
1772019295789,108,80,169,true
1772019295789,108,80,169,true
1772019295540,32,80,15,true
1772019295540,32,80,15,true
1772019295540,32,80,15,true
1772019295445,101,80,50,true
1772019295445,101,80,50,true
1772019295445,101,80,50,true
1772019295315,104,80,94,true
1772019295315,104,80,94,true
1772019295315,104,80,94,true
1772019295141,116,80,299,true
1772019295141,116,80,299,true
1772019295141,116,80,299,true
1772019294762,32,80,23,true
1772019294762,32,80,23,true
1772019294762,32,80,23,true
1772019294659,114,80,98,true
1772019294659,114,80,98,true
1772019294659,114,80,98,true
1772019294481,101,80,93,true
1772019294481,101,80,93,true
1772019294481,101,80,93,true
1772019294308,118,80,229,true
1772019294308,118,80,229,true
1772019294308,118,80,229,true
1772019293999,8,80,420,true
1772019293999,8,80,420,true
1772019293999,8,80,420,true
1772019293499,98,80,129,true
1772019293499,98,80,129,true
1772019293499,98,80,129,true
1772019293290,111,80,653,true
1772019293290,111,80,653,true
1772019293290,111,80,653,true
1772019292557,32,80,85,true
1772019292557,32,80,85,true
1772019292557,32,80,85,true
1772019292392,115,80,36,true
1772019292392,115,80,36,true
1772019292392,115,80,36,true
1772019292276,112,80,172,true
1772019292276,112,80,172,true
1772019292276,112,80,172,true
1772019292024,109,80,106,true
1772019292024,109,80,106,true
1772019292024,109,80,106,true
1772019291838,117,80,121,true
1772019291838,117,80,121,true
1772019291838,117,80,121,true
1772019291637,106,80,433,true
1772019291637,106,80,433,true
1772019291637,106,80,433,true
1772019291124,32,80,109,true
1772019291124,32,80,109,true
1772019291124,32,80,109,true
1772019290935,120,80,294,true
1772019290935,120,80,294,true
1772019290935,120,80,294,true
1772019290561,111,80,132,true
1772019290561,111,80,132,true
1772019290561,111,80,132,true
1772019290349,102,80,448,true
1772019290349,102,80,448,true
1772019290349,102,80,448,true
1772019289821,32,80,124,true
1772019289821,32,80,124,true
1772019289821,32,80,124,true
1772019289617,110,80,65,true
1772019289617,110,80,65,true
1772019289617,110,80,65,true
1772019289472,119,80,1,true
1772019289472,119,80,1,true
1772019289472,119,80,1,true
1772019289391,111,80,114,true
1772019289391,111,80,114,true
1772019289391,111,80,114,true
1772019289197,114,80,122,true
1772019289197,114,80,122,true
1772019289197,114,80,122,true
1772019288995,98,80,629,true
1772019288995,98,80,629,true
1772019288995,98,80,629,true
1772019288286,32,80,187,true
1772019288286,32,80,187,true
1772019288286,32,80,187,true
1772019288019,107,80,52,true
1772019288019,107,80,52,true
1772019288019,107,80,52,true
1772019287887,99,80,37,true
1772019287887,99,80,37,true
1772019287887,99,80,37,true
1772019287770,105,80,89,true
1772019287770,105,80,89,true
1772019287770,105,80,89,true
1772019287601,117,80,218,true
1772019287601,117,80,218,true
1772019287601,117,80,218,true
1772019287303,113,80,488,true
1772019287303,113,80,488,true
1772019287303,113,80,488,true
1772019286735,32,80,46,true
1772019286735,32,80,46,true
1772019286735,32,80,46,true
1772019286609,101,80,20,true
1772019286609,101,80,20,true
1772019286609,101,80,20,true
1772019286509,104,80,105,true
1772019286509,104,80,105,true
1772019286509,104,80,105,true
1772019286324,84,80,0,true
1772019286324,84,80,0,true
1772019286324,84,80,0,true
